0.00, 0.00
0.00, 0.47
1.13, 9.69
12.00, 10.00
13.68, 17.50
9.12, 13.40
14.51, 23.29
16.10, 13.70
25.53, 21.39
30.52, 31.42
29.19, 30.05
33.09, 28.19
40.35, 35.45
33.73, 43.67
37.57, 44.16
48.02, 44.48
46.40, 49.38
51.67, 46.41
49.52, 55.19
53.77, 41.99
46.53, 59.99
60.02, 53.49
52.51, 55.85
59.07, 58.88
58.19, 60.56
61.42, 52.40
44.70, 60.83
65.50, 60.59
59.22, 61.24
60.49, 52.80
60.07, 63.76
46.81, 64.25
65.71, 60.61
57.31, 62.85
64.05, 61.95
61.78, 62.19
54.34, 50.19
61.91, 65.31
61.66, 65.22
60.14, 59.22
64.28, 61.09
62.67, 58.84
63.80, 60.05
63.14, 56.17
55.35, 61.36
65.16, 63.87
63.62, 61.43
61.05, 65.81
64.69, 61.81
61.64, 60.81
65.88, 69.76
61.56, 63.57
53.30, 64.05
64.36, 66.37
62.89, 63.67
63.69, 58.72
65.09, 62.90
63.24, 64.81
65.77, 63.24
63.60, 67.07
62.99, 63.64
65.70, 64.26
62.84, 62.89
62.25, 59.80
61.25, 67.71
65.23, 61.51
62.52, 61.99
67.81, 67.65
61.54, 61.01
66.24, 70.35
64.34, 65.16
65.00, 68.65
64.72, 68.34
67.51, 67.71
62.92, 66.36
64.73, 63.78
68.92, 67.41
65.24, 68.79
64.94, 62.44
67.48, 70.09
68.07, 65.65
62.96, 66.74
68.46, 69.29
66.59, 65.92
End Time: 2631.00
