0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00
1.21, 1.09, -0.02, -0.01
7.85, 15.21, -0.02, -0.01
10.79, 13.74, 0.00, 0.00
10.31, 12.54, 0.00, 0.00
3.48, 15.18, 0.13, 0.07
10.35, 17.21, -0.05, -0.02
20.23, 23.63, -0.05, -0.02
28.81, 26.74, -0.10, -0.05
26.26, 31.11, -0.13, -0.07
31.00, 28.52, -0.13, -0.07
35.96, 36.36, -0.20, -0.10
28.46, 36.65, -0.20, -0.10
37.56, 36.05, -0.15, -0.07
36.63, 39.47, -0.05, -0.02
37.36, 36.60, -0.05, -0.02
38.88, 42.48, -0.19, -0.10
38.41, 38.20, -0.19, -0.10
42.75, 43.97, -0.43, -0.21
37.00, 37.14, -0.70, -0.35
39.07, 42.58, -0.70, -0.35
36.58, 40.00, -0.89, -0.44
35.91, 37.18, -0.89, -0.44
37.41, 40.58, -1.28, -0.64
34.72, 36.07, -1.56, -0.78
35.92, 36.25, -1.56, -0.78
34.79, 34.94, -1.67, -0.83
35.20, 35.41, -1.67, -0.83
37.24, 37.36, -1.79, -0.89
37.29, 36.59, -1.73, -0.86
39.16, 37.65, -1.73, -0.86
38.02, 35.82, -1.61, -0.80
36.78, 37.32, -1.61, -0.80
37.07, 37.45, -1.55, -0.77
38.92, 37.63, -1.61, -0.80
38.87, 38.01, -1.61, -0.80
36.56, 38.47, -1.58, -0.79
36.31, 41.52, -1.64, -0.82
36.31, 37.25, -1.64, -0.82
35.40, 38.11, -1.76, -0.88
35.06, 35.00, -1.76, -0.88
36.29, 35.35, -1.84, -0.92
38.22, 37.10, -1.88, -0.94
38.68, 37.90, -1.88, -0.94
36.12, 39.60, -1.91, -0.96
36.56, 37.33, -1.91, -0.96
39.17, 37.71, -1.86, -0.93
36.97, 35.00, -1.94, -0.97
37.58, 36.45, -1.94, -0.97
37.37, 36.87, -1.96, -0.98
37.10, 38.87, -2.07, -1.03
38.86, 38.32, -2.07, -1.03
35.84, 38.12, -2.11, -1.05
34.79, 38.21, -2.11, -1.05
34.58, 38.18, -2.27, -1.13
36.07, 37.52, -2.40, -1.20
38.38, 38.76, -2.40, -1.20
35.51, 37.68, -2.65, -1.32
38.02, 41.40, -2.98, -1.49
33.07, 38.53, -2.98, -1.49
35.33, 41.40, -3.30, -1.65
35.70, 40.14, -3.30, -1.65
37.99, 41.39, -3.66, -1.83
39.50, 38.80, -4.18, -2.09
36.48, 41.87, -4.18, -2.09
34.92, 36.58, -4.64, -2.32
32.78, 41.38, -4.97, -2.49
35.00, 35.50, -4.97, -2.49
36.90, 40.56, -5.45, -2.72
34.34, 39.73, -5.78, -2.89
36.71, 37.73, -5.78, -2.89
36.02, 39.34, -6.04, -3.02
33.26, 37.02, -6.04, -3.02
35.22, 40.56, -6.62, -3.31
31.69, 36.73, -6.62, -3.31
34.09, 42.68, -7.15, -3.57
34.79, 36.91, -7.80, -3.90
35.70, 42.15, -7.80, -3.90
32.84, 35.17, -8.56, -4.28
32.87, 44.24, -9.47, -4.74
36.28, 39.97, -9.47, -4.74
33.04, 41.44, -10.55, -5.27
33.33, 38.61, -10.55, -5.27
33.52, 42.37, -11.71, -5.85
34.08, 42.13, -12.91, -6.46
31.36, 43.06, -12.91, -6.46
32.47, 38.17, -13.99, -6.99
32.18, 40.23, -15.12, -7.56
32.39, 40.89, -15.12, -7.56
29.35, 30.29, -16.36, -8.18
27.23, 43.05, -16.36, -8.18
31.88, 42.24, -18.05, -9.02
27.70, 41.39, -19.40, -9.70
27.52, 35.62, -19.40, -9.70
30.88, 45.57, -20.97, -10.48
27.05, 38.52, -22.46, -11.23
28.71, 34.19, -22.46, -11.23
30.11, 43.59, -23.98, -11.99
26.57, 41.29, -23.98, -11.99
26.28, 30.20, -25.42, -12.71
29.84, 42.01, -26.83, -13.41
26.46, 39.70, -26.83, -13.41
26.80, 32.18, -28.32, -14.16
EndTime: 4105.00
